Order ID,Order Date,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,Quantity,Order Status,Shipment Status,Ship Date,Product Name
403-1231013-7875503,2025-04-03T13:31:44Z,313.56,56.44,127,0,497,313.56,56.44,1,Closed,Shipped,2025-04-04T07:02:42.404Z,"Kesh King Organic Onion Shampoo With Curry Leaves Reduces Hair Fall Upto 98%,Boosts Hair Growth&Keeps Hair Smooth Upto 48Hrs|Repairs Dry&Damaged Hair|Makes Hair Silky&Bouncy - 600Ml,625 Grams"
403-8340821-1648330,2025-04-03T13:31:44Z,125.42,22.58,0,0,148,125.42,22.58,1,Closed,Shipped,2025-04-05T09:32:38.178Z,Cello Plastic Eco Round Toilet Brush with Stand Blue (Pack of 1)
403-8239874-6497169,2025-04-01T06:37:29Z,454.46,54.54,0,0,509,454.46,54.54,1,Closed,Shipped,2025-04-02T03:41:11.741Z,"Amazon Brand - Solimo Iron Concave Tawa 25 cm, Tava for Roti/Chappati/Naan with Strong Wooden Handle Black 100% Toxin-Free, Naturally Non-Stick, Long Lasting"
403-7097325-6655529,2025-03-31T04:12:26.089Z,190,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Doctor Walk Flip Flop for Men | Soft Comfortable | Breathable | Fashionable | Stylish | Trendy | Super soft | Lightweight | Anti-Slip Sole | Indoor & Outdoor | (DW-701) (Green-08)
403-1062536-1831531,2025-03-31T04:09:46.755Z,190,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Doctor Walk Flip Flop for Men | Soft Comfortable | Breathable | Fashionable | Stylish | Trendy | Super soft | Lightweight | Anti-Slip Sole | Indoor & Outdoor | (DW-701) (Green-08)
406-4899349-8174725,2025-03-30T17:51:51Z,564.41,101.59,0,0,666,564.41,101.59,1,Closed,Shipped,2025-04-01T11:21:36.566Z,Indulekha Bringha Shampoo|| Proprietary Ayurvedic Medicine for Hairfall|| 580ml
406-8913826-5005153,2025-03-30T17:51:51Z,486.61,58.39,0,0,545,486.61,58.39,1,Closed,Shipped,2025-03-31T03:39:13.724Z,Amazon Brand - Vedaka California Almonds | 500 Gram | 100% Natural Badam Giri | Rich In Protein & Dietary Fiber | Crunchy Texture & Delicious Nutty Flavour | No Added Preservatives Or Artificial Flavor
406-0303823-6247546,2025-03-30T17:51:51Z,190.68,34.32,0,0,225,190.68,34.32,1,Closed,Shipped,2025-03-31T03:07:39.778Z,"KAZIMA Pure Aloe Vera Gel for Skin and Hair, 500gm | Hydrates, Moisturizes & Soothes Irritated Skin | Pure & Natural Aloe Vera Gel for Face, Acne, Scars, Dark Circles & Sunburn"
406-4346169-6163514,2025-03-30T17:51:51Z,141.9,7.1,0,0,149,141.9,7.1,1,Closed,Shipped,2025-04-01T08:49:36.262Z,Organic Pure Multani Mitti Powder (Fuller's Earth) Skin Face Clays (350g)
406-9349442-8824307,2025-03-30T17:51:51Z,122.88,22.12,50,0,195,122.88,22.12,1,Closed,Shipped,2025-03-31T10:11:29.269Z,Banjaras Premium Rose Water (1L (1000 ml))
403-7576409-0825161,2025-03-26T16:19:18Z,129.66,23.34,0,0,153,129.66,23.34,1,Closed,Shipped,2025-03-27T14:20:12.561Z,"L'Oreal Paris Shampoo, For Damaged and Weak Hair, With Pro-Keratin + Ceramide, Total Repair 5, 180 ml"
406-5877846-6573909,2025-03-22T01:17:07Z,478.81,86.19,0,0,572,478.81,86.19,1,Closed,Shipped,2025-03-22T19:07:06.147Z,"Bella Vita Luxury Woman Eau De Parfum Gift Set 4x20 ml for Women with Date, Senorita, Glam, Rose Perfume|Floral, Fruity Long Lasting EDP Fragrance Scent"
403-6670651-4820332,2025-03-20T14:21:55Z,666.67,33.33,0,-157',543,869.21,69.79,1,Closed,Shipped,2025-03-21T05:54:34.035Z,"Amazon Brand - Vedaka Popular Whole Cashews, 500g"
403-6670651-4820332,2025-03-20T14:21:55Z,202.54,36.46,0,0,239,869.21,69.79,1,Closed,Shipped,2025-03-21T05:54:34.035Z,Beco Natural Disinfectant Floor Cleaner -2 Litre Refill Pack| Lemongrass & Basil Freshness|Non Toxic Germ Kill Formula | Kids Safe & Pet Friendly
403-4495048-6745951,2025-03-20T14:19:04Z,499,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"DOT & KEY Vitamin C + E Super Bright Sunscreen Spf 50 |Water-Light,UVA/UVB & Blue Light Protection|For Even Toned & Glowing Skin|With Liquid Spf 50+++| No White Cast| For All Skin Types| 80G,Pack Of 1"
403-2049478-4758758,2025-03-18T13:17:10Z,141.96,17.04,0,0,159,141.96,17.04,1,Closed,Shipped,2025-03-21T09:36:15.051Z,Doctor Walk Flip Flop for Men | Soft Comfortable | Breathable | Fashionable | Stylish | Trendy | Super soft | Lightweight | Anti-Slip Sole | Indoor & Outdoor | (DW-701) (Green-08)
403-7539898-8314710,2025-03-18T07:31:14Z,165.18,19.82,0,0,185,165.18,19.82,1,Closed,Shipped,2025-03-19T03:52:09.887Z,"Nuts About You Premium ALMONDS, 200 g | New Crop | Premium | 100% Natural | Badam | Fresh & Crisp |"
403-7776975-2751567,2025-03-15T14:53:41Z,338.14,60.86,0,0,399,338.14,60.86,1,Closed,Shipped,2025-03-20T19:34:24.682Z,Vim Dishwash Liquid 3.2L | Removes 100+ Odours & Grease in 1 wash | Infused with power of lemons that leaves no residue
403-4288317-7283556,2025-03-15T14:53:41Z,31.36,5.64,0,0,148,125.44,22.56,4,Closed,Shipped,2025-03-15T22:30:11.276Z,Scotch-Brite Power Scrub (1 Pc)
171-5848392-8913942,2025-03-14T06:32:38.801Z,375,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Just Herbs 8 In 1 Root Nourishing Amla Neem Hair Fall Control Shampoo For Men & Women - Suitable For Oily Hair Scalp, Sulphate & Paraben Free 200 Ml"
408-5292348-2221110,2025-03-12T23:32:37.044Z,377,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,NIINE Dry Comfort Ultra Thin XL+ Sanitary Napkins for Heavy Flow (Pack of 1) 50 Pads with Free Biodegradable disposable bags
171-0183170-8277168,2025-03-12T12:12:45.222Z,439,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Nuts About You Premium ALMONDS, 500 g | New Crop | Premium | 100% Natural | Badam | Fresh & Crisp |"
403-1891731-3426720,2025-03-10T20:05:43Z,203,0,0,0,203,203,0,1,Closed,Shipped,2025-03-12T11:36:27.017Z,Gunahon Ka Devta (गुनाहों का देवता) || Dharamvir Bharati (धर्मवीर भारती) || 84rd Edition (84वां संस्करण) ||
403-6937884-7900308,2025-03-09T12:11:11Z,284.76,14.24,0,0,299,284.76,14.24,1,Closed,Shipped,2025-03-10T11:30:39.919Z,"SoxLife Cotton Blend Women Calf Length Cute Socks | Fruit Theme Design | Set of 5 (IN, Alpha, Free Size, Avocado), Assorted"
403-6688952-6441932,2025-03-09T12:11:11Z,250.85,45.15,0,-5.92',290.08,250.85,45.15,1,Closed,Shipped,2025-03-10T04:32:35.601Z,Plum Bodylovin' Vanilla Vibes Body Mist for Women | Long Lasting Vanilla Fragrance with Warm & Cozy Vanila Scent | High on Fun | Travel Friendly Perfume Body Spray - 100ml
403-2529340-6217962,2025-03-09T12:07:46.626Z,299,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"SoxLife Cotton Blend Women Calf Length Cute Socks | Fruit Theme Design | Set of 5 (IN, Alpha, Free Size, Avocado), Assorted"
403-8441070-0968356,2025-03-09T12:07:46.626Z,296,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Plum Bodylovin' Vanilla Vibes Body Mist for Women | Long Lasting Vanilla Fragrance with Warm & Cozy Vanila Scent | High on Fun | Travel Friendly Perfume Body Spray - 100ml
403-1446310-1453948,2025-03-09T03:56:01Z,859,0,0,0,859,859,0,1,Closed,Shipped,2025-03-09T03:56:26.097Z,Mobile Prepaid Recharge
405-0806690-2601909,2025-03-09T01:15:06.901Z,205,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"NIVEA Protect & Care Roll On Fresh, Unisex (50Ml)"
408-2288917-9278735,2025-03-08T22:13:32.006Z,449,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Wonderland Foods 1Kg (500g X 2) Plain Seedless Green Raisin (Kishmish) Dried Grapes Jar | Nutritious Dry Fruits | Rich in Iron & Vitamin B | Healthy Sweet Treats
406-4660836-8030763,2025-03-08T03:17:07Z,323.73,58.27,0,0,382,323.73,58.27,1,Closed,Shipped,2025-03-08T12:54:32.963Z,"Dot & Key Blueberry Hydrate Barrier Repair Sunscreen Spf 50+,Pa++++|For Dry&Sensitive Skin|Non - Greasy Finish|No White Cast|Uv & Blue Light Protection|Broad Spectrum|For Women&Men|50G, 1 Count"
402-3963669-2954715,2025-03-05T08:52:55.963Z,493,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,The Derma Co . Pore Minimizing Priming All Skin Type Sunscreen With Spf 50 & Pa+++ For Open Pores & Uva/Uvb Protection - 80 G
408-6465760-8746715,2025-03-04T22:31:41.309Z,449,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Wonderland Foods 1Kg (500g X 2) Plain Seedless Green Raisin (Kishmish) Dried Grapes Jar | Nutritious Dry Fruits | Rich in Iron & Vitamin B | Healthy Sweet Treats
403-8797890-9289149,2025-03-04T17:17:53Z,77,0,0,0,77,77,0,1,Closed,Shipped,2025-03-04T17:18:18.887Z,Mobile Prepaid Recharge
407-0777353-8980325,2025-03-04T13:10:00.283Z,449,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Wonderland Foods 1Kg (500g X 2) Plain Seedless Green Raisin (Kishmish) Dried Grapes Jar | Nutritious Dry Fruits | Rich in Iron & Vitamin B | Healthy Sweet Treats
406-6282600-7593104,2025-03-03T12:29:20Z,382.86,19.14,0,0,402,382.86,19.14,1,Closed,Shipped,2025-03-04T04:50:49.069Z,"Tata Sampann Pure Walnuts/Akhrot, 200g, Crunchy Nuts, Rich in Dietary Fibre, Protein & Magnesium"
406-4335425-3318757,2025-03-03T12:29:20Z,"1,121.90",56.1,0,0,"2,356","2,243.80",112.2,2,Closed,Shipped,2025-03-07T15:21:43.668Z,"Tata Sampann Pure Cashews Whole, Kaju, 1 Kg, Nutritious & Delicious, Premium Kaju Nuts, Rich In Protein, Magnesium & Phosphorus, Deluxe Size & Crunchy Nuts"
406-5941442-6008316,2025-03-03T12:29:20Z,410.48,20.52,0,0,862,820.96,41.04,2,Closed,Shipped,2025-03-04T04:50:43.777Z,NutriOrganics Dry Fruits Premium Seedless Kishmish |Green Raisins Kismis |1kg pack
403-5325094-0032339,2025-03-02T17:16:12Z,524.76,26.24,0,0,551,524.76,26.24,1,Closed,Shipped,2025-03-02T18:46:32.726Z,"Van Heusen Women Shaper Bra - Cotton Easy Set Lycra - Anti Bacterial, Non Padded, Wireless, Seamless Cups_11001_White_34C"
403-0340919-6551549,2025-03-02T17:16:12Z,284.76,14.24,0,0,299,284.76,14.24,1,Closed,Shipped,2025-03-02T19:37:16.647Z,Jockey Women's Super Combed Cotton Rib Camisole with Adjustable Straps and StayFresh Technology_Style_1487_Light Skin_S
403-8196402-2770715,2025-02-27T05:50:10Z,349,0,0,0,349,349,0,1,Closed,Shipped,2025-02-27T05:50:32.401Z,Mobile Prepaid Recharge
408-1311337-3036330,2025-02-23T04:28:09Z,0,0,0,0,0,0,0,1,Closed,Shipped,2025-02-23T07:16:44.039Z,"Brownverse Pure Cotton Embroidered Women Short Kurti (S1510) (X-Large, Off White)"
406-2750807-1151517,2025-02-20T17:08:55Z,109.32,19.68,0,0,258,218.64,39.36,2,Closed,Shipped,2025-02-21T05:40:35.450Z,Beco Natural Disinfectant Floor Cleaner -1 Litre| Lemongrass & Basil Freshness|Non Toxic Germ Kill Formula | Kids Safe & Pet Friendly
406-7379787-3339537,2025-02-20T17:08:55Z,355.93,64.07,0,0,420,355.93,64.07,1,Closed,Shipped,2025-02-21T16:42:36.755Z,Beco Matic Top Load Liquid Detergent- 4 Litres (2L+2L) | Natural Formula for Tough Stain Removal | Lavender & Vanilla Freshness | No Chemical Formula-Retains Brightness & Shine | 100% Eco-Friendly
403-1401159-4275553,2025-02-20T07:35:29Z,369,0,0,0,369,369,0,1,Closed,Shipped,2025-02-20T07:43:19.134Z,Mobile Prepaid Recharge
403-1811728-1548338,2025-02-20T07:35:13Z,320,0,0,0,320,320,0,1,Closed,Shipped,2025-02-20T07:36:23.553Z,Amazon Pay balance: Credits
404-4563589-8278761,2025-02-18T06:42:17.470Z,176,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Biotique Sandalwood Sunscreen Ultra Soothing Face Lotion, SPF 50+ |Ultra Protective Lotion| Keeps Skin Soft, Fair and Moisturized| Water Resistant| For All Skin Types| 120ml"
403-4208220-2275538,2025-02-17T14:22:55Z,125,0,0,0,125,125,0,1,Closed,Shipped,2025-02-18T07:31:26.886Z,Organic Alum Stone Bar | Natural Fitkari Stone for Skin Tightening & Water Purification | Crystal White Alum Bar for Underarms & Shaving | Gentle & Effective | 100gm x 2
403-6402126-9194712,2025-02-17T14:21:43.386Z,125,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Organic Alum Stone Bar | Natural Fitkari Stone for Skin Tightening & Water Purification | Crystal White Alum Bar for Underarms & Shaving | Gentle & Effective | 100gm x 2
403-7058221-5783553,2025-02-17T14:17:17Z,99,0,0,0,99,99,0,1,Closed,Shipped,2025-02-17T14:18:28.692Z,Amazon Pay balance: Credits
403-9613615-8359553,2025-02-17T11:16:42Z,570.48,28.52,0,0,606,570.48,28.52,1,Closed,Shipped,2025-02-18T06:13:32.866Z,"Brownverse Pure Cotton Embroidered Women Short Kurti (S1510) (Large, Off White)"
403-7209645-2971502,2025-02-16T14:22:22Z,265.72,13.28,0,0,279,265.72,13.28,1,Closed,Shipped,2025-02-16T22:24:12.075Z,Bodyband Camisole For Women Cotton Spaghetti Top For Women Stretchable Slips For Women Adjustable Strap Cami Tops For Women Regular Fit Spaghetti For Women Inner Slips For Women Cotton - L Black
403-3639550-6697168,2025-02-16T11:39:32Z,183.9,33.1,0,0,217,183.9,33.1,1,Closed,Shipped,2025-02-16T22:24:17.962Z,"Odonil Bathroom Air Freshener Zipper Mix - 50g (10gx5) | Assorted Pack | Instant & Long Lasting Fragrance | Lasts upto 30 days | Germ Protection | Air Freshener for Bathroom, Toilet, Home & Office"
403-6384465-1641943,2025-02-16T11:37:50Z,168.64,30.36,0,0,398,337.28,60.72,2,Closed,Shipped,2025-02-17T15:07:35.697Z,"Harpic 1L - Bleach, White and Shine Disinfectant Toilet Cleaner Liquid"
406-9857077-7289147,2025-02-15T15:31:41Z,951.43,47.57,0,0,"1,006.20",951.43,47.57,1,Closed,Shipped,2025-02-16T04:32:36.060Z,Nutraj Raw Cashews 1kg (500g X 2) Pouch|Kaju|Dry Fruits and Nuts|Grocery
406-5042820-6222733,2025-02-15T15:31:41Z,360.95,18.05,0,0,381.8,360.95,18.05,1,Closed,Shipped,2025-02-15T21:54:33.655Z,NutriOrganics Dry Fruits Premium Seedless Kishmish |Green Raisins Kismis |1kg pack
406-6709977-4327550,2025-02-14T09:12:41.376Z,415,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Kellogg s Muesli Nuts Delight 1000G | 12-In-1 Power Breakfast | India's No. 1 Muesli | Multigrain Breakfast Cereal|Almond
408-7239117-4061118,2025-02-13T21:50:48.804Z,417,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Heeva Roasted Makhana | Foxnut | Salt & Pepper Flavour 100g (Pack of 2) | Healthy Snacks | No Cholesterol | Calcium Rich | Phool Makhana
171-6984656-0886709,2025-02-13T16:10:57.919Z,365,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Wonderland Foods 200g American California Roasted & Salted Pistachios 18-20 Size (Pista) Jar
403-3101937-8641966,2025-02-11T16:09:26Z,"1,270.34",228.66,0,0,"1,499","1,270.34",228.66,1,Closed,Shipped,2025-02-11T16:12:25.447Z,Amazon Prime (Yearly Membership)
404-7917820-1614709,2025-02-08T23:57:41.309Z,399,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"WHISPER ULTRA HYGIENE+COMFORT SANITARY PADS, (44+4) XL+ PADS, FOR HEAVY FLOW, LONG LASTING PROTECTION, LOCKS ODOUR & WETNESS, DRY TOP SHEET, DISPOSABLE WRAPPER"
403-0896610-1173963,2025-02-08T16:34:29.346Z,482,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,The Derma Co . Pore Minimizing Priming All Skin Type Sunscreen With Spf 50 & Pa+++ For Open Pores & Uva/Uvb Protection - 80 G
406-5297075-1877917,2025-02-07T10:34:14Z,249.15,44.85,6.1,0,297.22,249.15,44.85,1,Closed,Shipped,2025-02-07T18:59:12.902Z,"L'Oreal Paris Hyaluron Moisture Hydra Filling Leave-in Night Cream, Powered by Hyaluronic Acid, For Dry & Dehydrated Hair, Volume-180ml, Makes hair frizz-free, bouncy and hydrated for up to 72HR"
406-3743053-1909950,2025-02-07T10:34:14Z,296.61,53.39,6.1,0,353.78,296.61,53.39,1,Closed,Shipped,2025-02-07T17:00:28.385Z,"Tonymoly Super 7 Face Sheet Mask| Pack of 7|Sheet Face Mask for Glowing Skin|Facial Mask With Essence| Soothes Skin Irritation, Refines Pores & Skin Radiance|Sheet Mask Combo"
403-1388073-3441912,2025-02-06T15:24:18Z,861.61,103.39,4.29,0,972,861.61,103.39,1,Closed,Shipped,2025-02-07T04:57:12.508Z,Bata Women's CALISTA (5613087_TAN_6 UK)
408-0555654-2851511,2025-02-04T14:56:17.375Z,"1,269",0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Cetaphil Moisturising Cream for Face & Body,Dry to Normal skin, 250 gm, Paraben & Sulphate free, Niacinamide &Vitamin B5"
403-2963305-9391534,2025-02-03T15:14:43Z,"1,016.10",182.9,6.1,-59.95',"1,139.05","1,016.10",182.9,1,Closed,Shipped,2025-02-04T08:03:25.892Z,"BELLA by Labella Women's Fashion Platform Slip-On Sandal - Comfortable, Lightweight, Slip-Resistant, Breathable - Ideal for Casual and Office Wear KW-HS-24000068Black5"
406-8456589-7364325,2025-02-03T12:21:24Z,951.43,47.57,1.9,0,"1,006",951.43,47.57,1,Closed,Shipped,2025-02-04T04:42:08.767Z,Nutraj Raw Cashews 1kg (500g X 2) Pouch|Kaju|Dry Fruits and Nuts|Grocery
403-4750107-3794749,2025-02-02T16:42:41Z,195.54,23.46,4.28,0,220.2,"1,155.36",138.64,1,Closed,Shipped,2025-02-06T16:19:15.087Z,"Happilo 100% Natural Premium Californian Almonds,Dried,200g"
403-4750107-3794749,2025-02-02T16:42:41Z,490.18,58.82,4.29,0,552,490.18,58.82,1,Closed,Shipped,2025-02-06T07:56:42.010Z,"YOHO Drizzle Soft Slippers for Women | Mild Acupressure | Lightweight, Beige UK6"
403-4750107-3794749,2025-02-02T16:42:41Z,959.82,115.18,4.28,0,"1,080.80","1,155.36",138.64,1,Closed,Shipped,2025-02-06T16:19:15.087Z,Bata Comfit Women's CALISTA Sandals (5613087_TAN_7 UK)
406-5875389-7540340,2025-02-01T16:38:19Z,338.14,60.86,12.2,-39.9',761.9,"1,777.12",319.88,2,Closed,Shipped,2025-02-02T15:01:40.238Z,Beco Matic Top Load Liquid Detergent- 4 Litres (2L+2L) | Natural Formula for Tough Stain Removal | Lavender & Vanilla Freshness | No Chemical Formula-Retains Brightness & Shine | 100% Eco-Friendly
406-5875389-7540340,2025-02-01T16:38:19Z,572.03,102.97,6.1,-20.25',658.05,"1,777.12",319.88,1,Closed,Shipped,2025-02-02T15:01:40.238Z,"Head & Shoulders Smooth and Silky, Anti Dandruff Shampoo for Women & Men , 1 L"
406-5875389-7540340,2025-02-01T16:38:19Z,151.69,27.31,6.1,-8.95',170.85,"1,777.12",319.88,1,Closed,Shipped,2025-02-02T15:01:40.238Z,"Vim Dishwash Liquid Gel Lemon, With Lemon Fragrance, Leaves No Residue, Grease Cleaner For All Utensils, 750 ml Bottle"
406-5875389-7540340,2025-02-01T16:38:19Z,139.83,25.17,6.1,-4.95',160.85,"1,777.12",319.88,1,Closed,Shipped,2025-02-02T15:01:40.238Z,"Himalaya SINCE 1930 Herbals Purifying Neem Face Wash, 150Ml"
406-5875389-7540340,2025-02-01T16:38:19Z,237.29,42.71,6.1,-8.4',272.9,"1,777.12",319.88,1,Closed,Shipped,2025-02-02T15:01:40.238Z,"Dettol Original Germ Protection Bathing Soap Bar (900gm) | Kills 99.99% germs, 150g - Pack of 6"
403-3480081-2804322,2025-01-28T16:17:33Z,449,0,0,0,449,920.42,23.58,1,Closed,Shipped,2025-01-29T04:28:17.374Z,"WHISPER BINDAZZZ NIGHTS SANITARY PADS, 44 XL+ PADS, UPTO 0% LEAKS ALL NIGHT LONG, FOR HEAVY FLOW, 40% LONGER & WIDER BACK, COMFORTABLE CUSHIONY SOFT WINGS, DISPOSABLE WRAPPER"
403-3480081-2804322,2025-01-28T16:17:33Z,471.42,23.58,0,0,495,920.42,23.58,1,Closed,Shipped,2025-01-29T04:28:17.374Z,"Daawat Rozana Mini Mogra II, 10Kg"
406-3453650-8914763,2025-01-28T14:36:35Z,332.38,16.62,1.9,0,353.55,332.38,16.62,1,Closed,Shipped,2025-01-29T10:51:09.840Z,Ugaoo Cocopeat Block for Home Garden Plants 5 Kg
406-2918272-9673956,2025-01-28T14:36:35Z,190,0,0,-3.8',188.65,190,0,1,Closed,Shipped,2025-01-29T06:53:22.539Z,Don't Believe Everything You Think (English)
406-3939676-3897147,2025-01-28T14:16:18Z,249,0,0,0,0,Not Available,Not Available,0,Closed,Not Available,Not Available,"CELLO Modustack Glassy Storage Jar | Glass Jar with Lid | Air Tight Steel Lid and Stackable | For Storage of Food, Pulses, Spice, Cereals, Cookies, Dry Food | 2000ml, Maroon"
406-3939676-3897147,2025-01-28T14:16:18Z,592.37,106.63,6.1,0,704.9,592.37,106.63,1,Closed,Shipped,2025-01-28T22:05:13.517Z,"CELLO Modustack Glassy Storage Jar | Glass Jar with Lid | Air Tight Steel Lid and Stackable | For Storage of Food, Pulses, Spice, Cereals, Cookies, Dry Food | Set of 6 | 500ml, Maroon"
406-4115840-8001947,2025-01-26T15:19:09Z,804.24,144.76,6.1,0,949,804.24,144.76,1,Closed,Shipped,2025-01-27T07:53:37.256Z,"Ash & Roh - Glass Canister Set For Kitchen Airtight Lid And Chalkboard Labels Cookie And Candy Jars, Storage Containers - 1500 Ml (4, Clear)"
403-4647473-5656368,2025-01-25T09:44:53Z,"1,249.11",149.89,4.29,0,"1,409","1,249.11",149.89,1,Closed,Shipped,2025-01-27T08:41:08.303Z,DailyObjects March Crossbody Sling bag for Women Large
407-7108916-8741964,2025-01-23T10:35:13.946Z,145,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Dettol Icy Cool Bathing Soap Bar With 2x Menthol (400gm), 100gm - Pack of 4"
403-4101307-5685921,2025-01-22T15:24:08Z,79.66,14.34,6.1,0,94.9,338.98,61.02,1,Closed,Shipped,2025-01-23T19:36:14.895Z,Medimix 18 Herbs Hand Wash Refill For Soft & Odour-Free Hands 675ml | 99.9% Germ Protection | Shop Herbal | Natural | Soap-free | 100% Vegan
403-4101307-5685921,2025-01-22T15:24:08Z,99.16,17.84,6.1,0,118.1,338.98,61.02,1,Closed,Shipped,2025-01-23T19:36:14.895Z,"Oral B Criss Cross Soft Toothbrush, Buy 2 Get 1 Free, Manual Toothbrush, For Adults, Pack of 3"
403-6074880-0486758,2025-01-22T15:24:08Z,178.82,32.18,6.1,-21.1',191.7,178.82,32.18,1,Closed,Shipped,2025-01-23T05:57:35.286Z,"Dot & Key Deep Pore Clean Foaming Face Wash for Daily Use | Facewash with Seawood Extract | Minimizes Pores, Controls Excess Oil & Keeps Skin Hydrated | For All Skin Types | For Women & Men | 100ml"
403-6074880-0486758,2025-01-22T15:24:08Z,444.92,80.08,6.1,-52.5',476.9,444.92,80.08,1,Closed,Shipped,2025-01-22T22:05:12.666Z,"Dot & Key Ceramides Moisturizer with Hyaluronic for Intense Moisturizing and Skin Strengthening | With Probiotic & Rice Water I Barrier Repair Cream | For Dry Skin, Normal Skin & Sensitive Skin | 175g"
403-4101307-5685921,2025-01-22T15:24:08Z,160.16,28.84,6.1,0,190.8,338.98,61.02,1,Closed,Shipped,2025-01-23T19:36:14.895Z,Softouch 2 Ply Toilet Paper Tissue Roll Family Pack 6-in-1 (230 Sheets Per roll)
403-7497907-3426721,2025-01-19T05:24:13.721Z,799,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Mobile Prepaid Recharge
403-1613463-4141968,2025-01-19T05:23:26.155Z,799,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Mobile Prepaid Recharge
403-2438684-5990713,2025-01-19T05:21:06.047Z,799,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Mobile Prepaid Recharge
403-0853567-2915535,2025-01-19T05:20:32.955Z,799,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Mobile Prepaid Recharge
406-9933330-8561935,2025-01-18T15:50:22Z,185.59,33.41,0,0,219,185.59,33.41,1,Closed,Shipped,2025-01-19T07:37:34.812Z,"Beco Natural Dishwash Liquid-2Litres Refill Pack |Orange Citrus Freshness| 100% Ecofriendly-Tough Grease removal Antibac formula| Leaves No residue, Baby & Pet Safe"
408-1106627-1129921,2025-01-17T15:53:10Z,214.29,10.71,0,0,225,354.29,10.71,1,Closed,Shipped,2025-01-18T08:17:46.176Z,Amazon Brand - Vedaka Premium-Quality Jaggery Powder | Zero Preservatives | No Added Sugar | Natural Sweetener | 2kg Pouch
408-1106627-1129921,2025-01-17T15:53:10Z,140,0,0,0,140,354.29,10.71,1,Closed,Shipped,2025-01-18T08:17:46.176Z,"Organic India Pink Rock Salt, 1Kg Pouch"
171-9741031-8580300,2025-01-14T08:14:39.647Z,"1,173",0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Ariel Matic Detergent Powder Top Load - 4kg + 2kg free | Removes 100 Tough Stains in 1 wash | Specially Designed for Washing Machines | Fresh Fragrance
403-6982218-1596320,2025-01-13T14:55:00Z,422.88,76.12,0,0,499,422.88,76.12,1,Closed,Shipped,2025-01-14T04:40:33.647Z,"Pigeon by Stovekraft Hot Plus Electric Kettle (16245) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Green)"
406-3652809-7422767,2025-01-12T21:35:15.873Z,390,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Kellogg s Muesli Nuts Delight 1000G | 12-In-1 Power Breakfast | India's No. 1 Muesli | Multigrain Breakfast Cereal|Almond
402-5328922-4709931,2025-01-12T18:17:52.953Z,305,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"WHISPER ULTRA SKIN LOVE SOFT SANITARY PADS, 30 XL PADS, COTTONY SOFT, OUR #1 SOFTNESS, IRRITATION FREE, FOR INTIMATE SKIN, DISPOSABLE WRAPPER"
405-3534519-1168333,2025-01-09T17:19:29.275Z,305,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"WHISPER ULTRA SKIN LOVE SOFT SANITARY PADS, 30 XL PADS, COTTONY SOFT, OUR #1 SOFTNESS, IRRITATION FREE, FOR INTIMATE SKIN, DISPOSABLE WRAPPER"
